---- Félix Cabrera, ECFM-USAC, 2019 ---- 
Solución numérica para el péndulo elástico: 
Pendulo de longitud 0.29 [m], constante 10.23 [N/m] y masa 0.20 [kg]. 
 z[m], vz[m/s], theta[rad], w[rad/s], t[s], x[m], y[m], 
0.273723, 0.186019, -0.344450, -0.129673, 1.320200, -0.191370, -0.533434, 
0.274445, 0.166473, -0.344932, -0.105431, 1.324300, -0.191872, -0.534022, 
0.275087, 0.146766, -0.345314, -0.081277, 1.328400, -0.192293, -0.534553, 
0.275649, 0.126919, -0.345598, -0.057201, 1.332500, -0.192635, -0.535026, 
0.276128, 0.106955, -0.345784, -0.033191, 1.336600, -0.192897, -0.535441, 
0.276525, 0.086892, -0.345871, -0.009238, 1.340700, -0.193078, -0.535799, 
0.276840, 0.066754, -0.345859, 0.014670, 1.344800, -0.193179, -0.536097, 
0.277073, 0.046561, -0.345750, 0.038545, 1.348900, -0.193199, -0.536337, 
0.277222, 0.026334, -0.345543, 0.062396, 1.353000, -0.193139, -0.536517, 
0.277289, 0.006095, -0.345239, 0.086234, 1.357100, -0.192998, -0.536639, 
0.277272, -0.014135, -0.344836, 0.110071, 1.361200, -0.192776, -0.536701, 
0.277173, -0.034334, -0.344336, 0.133918, 1.365300, -0.192474, -0.536704, 
0.276991, -0.054482, -0.343738, 0.157785, 1.369400, -0.192092, -0.536647, 
0.276726, -0.074556, -0.343042, 0.181682, 1.373500, -0.191629, -0.536532, 
0.276379, -0.094536, -0.342248, 0.205621, 1.377600, -0.191087, -0.536357, 
0.275951, -0.114401, -0.341356, 0.229611, 1.381700, -0.190465, -0.536124, 
0.275442, -0.134129, -0.340365, 0.253664, 1.385800, -0.189764, -0.535832, 
0.274851, -0.153699, -0.339276, 0.277790, 1.389900, -0.188983, -0.535482, 
0.274182, -0.173091, -0.338087, 0.301998, 1.394000, -0.188125, -0.535074, 
0.273432, -0.192285, -0.336799, 0.326298, 1.398100, -0.187188, -0.534609, 
0.272605, -0.211259, -0.335412, 0.350701, 1.402200, -0.186173, -0.534087, 
0.271700, -0.229993, -0.333923, 0.375216, 1.406300, -0.185082, -0.533508, 
0.270719, -0.248468, -0.332335, 0.399852, 1.410400, -0.183914, -0.532875, 
0.269663, -0.266662, -0.330644, 0.424617, 1.414500, -0.182670, -0.532186, 
0.268533, -0.284558, -0.328853, 0.449522, 1.418600, -0.181351, -0.531443, 
0.267330, -0.302134, -0.326958, 0.474574, 1.422700, -0.179958, -0.530646, 
0.266056, -0.319372, -0.324961, 0.499781, 1.426800, -0.178491, -0.529797, 
0.264712, -0.336253, -0.322860, 0.525151, 1.430900, -0.176951, -0.528896, 
0.263299, -0.352759, -0.320654, 0.550692, 1.435000, -0.175339, -0.527945, 
0.261820, -0.368870, -0.318344, 0.576411, 1.439100, -0.173655, -0.526943, 
0.260275, -0.384570, -0.315928, 0.602313, 1.443200, -0.171902, -0.525893, 
0.258667, -0.399839, -0.313405, 0.628406, 1.447300, -0.170079, -0.524795, 
0.256997, -0.414662, -0.310774, 0.654694, 1.451400, -0.168187, -0.523651, 
0.255268, -0.429021, -0.308036, 0.681182, 1.455500, -0.166228, -0.522461, 
0.253480, -0.442900, -0.305188, 0.707875, 1.459600, -0.164202, -0.521227, 
0.251636, -0.456282, -0.302231, 0.734777, 1.463700, -0.162111, -0.519951, 
0.249739, -0.469151, -0.299163, 0.761889, 1.467800, -0.159956, -0.518633, 
0.247790, -0.481494, -0.295983, 0.789216, 1.471900, -0.157738, -0.517274, 
0.245792, -0.493294, -0.292691, 0.816757, 1.476000, -0.155457, -0.515877, 
0.243746, -0.504537, -0.289286, 0.844513, 1.480100, -0.153116, -0.514443, 
0.241655, -0.515211, -0.285766, 0.872485, 1.484200, -0.150715, -0.512973, 
0.239522, -0.525300, -0.282131, 0.900670, 1.488300, -0.148256, -0.511468, 
0.237349, -0.534793, -0.278380, 0.929067, 1.492400, -0.145739, -0.509931, 
0.235137, -0.543678, -0.274512, 0.957671, 1.496500, -0.143166, -0.508363, 
0.232891, -0.551943, -0.270527, 0.986479, 1.500600, -0.140539, -0.506765, 
0.230612, -0.559576, -0.266423, 1.015485, 1.504700, -0.137858, -0.505139, 
0.228304, -0.566568, -0.262200, 1.044681, 1.508800, -0.135125, -0.503487, 
0.225967, -0.572908, -0.257856, 1.074059, 1.512900, -0.132341, -0.501810, 
0.223607, -0.578588, -0.253392, 1.103610, 1.517000, -0.129508, -0.500110, 
0.221224, -0.583599, -0.248806, 1.133322, 1.521100, -0.126626, -0.498389, 
0.218822, -0.587933, -0.244099, 1.163182, 1.525200, -0.123698, -0.496649, 
0.216404, -0.591583, -0.239268, 1.193175, 1.529300, -0.120724, -0.494892, 
0.213972, -0.594544, -0.234314, 1.223287, 1.533400, -0.117707, -0.493118, 
0.211529, -0.596809, -0.229237, 1.253499, 1.537500, -0.114647, -0.491331, 
0.209079, -0.598373, -0.224036, 1.283791, 1.541600, -0.111545, -0.489532, 
0.206624, -0.599233, -0.218710, 1.314142, 1.545700, -0.108404, -0.487722, 
0.204166, -0.599386, -0.213260, 1.344529, 1.549800, -0.105224, -0.485904, 
0.201710, -0.598828, -0.207685, 1.374927, 1.553900, -0.102007, -0.484079, 
0.199257, -0.597560, -0.201985, 1.405308, 1.558000, -0.098754, -0.482249, 
0.196811, -0.595579, -0.196161, 1.435644, 1.562100, -0.095467, -0.480417, 
0.194374, -0.592888, -0.190213, 1.465903, 1.566200, -0.092147, -0.478584, 
0.191950, -0.589486, -0.184141, 1.496052, 1.570300, -0.088795, -0.476751, 
0.189541, -0.585376, -0.177946, 1.526057, 1.574400, -0.085414, -0.474922, 
0.187151, -0.580561, -0.171628, 1.555879, 1.578500, -0.082003, -0.473097, 
0.184782, -0.575046, -0.165188, 1.585479, 1.582600, -0.078565, -0.471278, 
0.182437, -0.568836, -0.158627, 1.614817, 1.586700, -0.075101, -0.469467, 
0.180118, -0.561936, -0.151947, 1.643849, 1.590800, -0.071612, -0.467667, 
0.177830, -0.554354, -0.145148, 1.672531, 1.594900, -0.068100, -0.465879, 
0.175573, -0.546099, -0.138232, 1.700816, 1.599000, -0.064566, -0.464104, 
0.173352, -0.537180, -0.131202, 1.728654, 1.603100, -0.061011, -0.462344, 
0.171169, -0.527607, -0.124058, 1.755998, 1.607200, -0.057436, -0.460602, 
0.169027, -0.517391, -0.116803, 1.782794, 1.611300, -0.053844, -0.458879, 
0.166928, -0.506546, -0.109440, 1.808991, 1.615400, -0.050234, -0.457176, 
0.164874, -0.495084, -0.101971, 1.834534, 1.619500, -0.046609, -0.455496, 
0.162869, -0.483022, -0.094398, 1.859369, 1.623600, -0.042969, -0.453839, 
0.160914, -0.470374, -0.086725, 1.883441, 1.627700, -0.039316, -0.452208, 
0.159013, -0.457157, -0.078955, 1.906693, 1.631800, -0.035651, -0.450604, 
0.157166, -0.443390, -0.071091, 1.929070, 1.635900, -0.031976, -0.449029, 
0.155377, -0.429091, -0.063138, 1.950515, 1.640000, -0.028291, -0.447484, 
0.153648, -0.414281, -0.055098, 1.970972, 1.644100, -0.024597, -0.445971, 
0.151981, -0.398981, -0.046977, 1.990386, 1.648200, -0.020896, -0.444490, 
0.150377, -0.383212, -0.038779, 2.008703, 1.652300, -0.017189, -0.443044, 
0.148839, -0.366998, -0.030507, 2.025868, 1.656400, -0.013477, -0.441634, 
0.147369, -0.350362, -0.022168, 2.041830, 1.660500, -0.009761, -0.440260, 
0.145967, -0.333330, -0.013766, 2.056538, 1.664600, -0.006043, -0.438925, 
0.144636, -0.315926, -0.005306, 2.069945, 1.668700, -0.002322, -0.437630, 
0.143377, -0.298177, 0.003206, 2.082004, 1.672800, 0.001399, -0.436375, 
0.142191, -0.280111, 0.011764, 2.092672, 1.676900, 0.005120, -0.435161, 
0.141080, -0.261754, 0.020364, 2.101909, 1.681000, 0.008839, -0.433990, 
0.140045, -0.243136, 0.028998, 2.109677, 1.685100, 0.012556, -0.432863, 
0.139087, -0.224285, 0.037661, 2.115943, 1.689200, 0.016269, -0.431780, 
0.138206, -0.205229, 0.046347, 2.120678, 1.693300, 0.019978, -0.430743, 
0.137404, -0.186000, 0.055048, 2.123854, 1.697400, 0.023681, -0.429752, 
0.136681, -0.166626, 0.063760, 2.125451, 1.701500, 0.027378, -0.428808, 
0.136038, -0.147139, 0.072475, 2.125450, 1.705600, 0.031067, -0.427912, 
0.135475, -0.127567, 0.081187, 2.123839, 1.709700, 0.034748, -0.427064, 
0.134992, -0.107942, 0.089888, 2.120608, 1.713800, 0.038420, -0.426264, 
0.134590, -0.088294, 0.098573, 2.115754, 1.717900, 0.042081, -0.425514, 
0.134268, -0.068653, 0.107235, 2.109278, 1.722000, 0.045730, -0.424814, 
0.134027, -0.049050, 0.115867, 2.101185, 1.726100, 0.049368, -0.424163, 
0.133866, -0.029513, 0.124463, 2.091485, 1.730200, 0.052992, -0.423564, 
0.133785, -0.010073, 0.133015, 2.080192, 1.734300, 0.056602, -0.423015, 
0.133783, 0.009242, 0.141518, 2.067325, 1.738400, 0.060196, -0.422516, 
0.133860, 0.028402, 0.149965, 2.052908, 1.742500, 0.063774, -0.422069, 
0.134016, 0.047381, 0.158350, 2.036969, 1.746600, 0.067336, -0.421673, 
0.134248, 0.066151, 0.166666, 2.019537, 1.750700, 0.070879, -0.421328, 
0.134558, 0.084684, 0.174908, 2.000650, 1.754800, 0.074403, -0.421034, 
0.134942, 0.102956, 0.183070, 1.980345, 1.758900, 0.077906, -0.420791, 
0.135402, 0.120941, 0.191145, 1.958665, 1.763000, 0.081389, -0.420599, 
0.135934, 0.138615, 0.199129, 1.935655, 1.767100, 0.084850, -0.420458, 
0.136538, 0.155955, 0.207016, 1.911363, 1.771200, 0.088287, -0.420367, 
0.137212, 0.172937, 0.214800, 1.885838, 1.775300, 0.091701, -0.420325, 
0.137955, 0.189542, 0.222478, 1.859133, 1.779400, 0.095089, -0.420334, 
0.138766, 0.205749, 0.230044, 1.831302, 1.783500, 0.098451, -0.420392, 
0.139642, 0.221537, 0.237493, 1.802401, 1.787600, 0.101786, -0.420498, 
0.140582, 0.236890, 0.244822, 1.772486, 1.791700, 0.105093, -0.420653, 
0.141584, 0.251789, 0.252026, 1.741615, 1.795800, 0.108371, -0.420855, 
0.142646, 0.266220, 0.259102, 1.709846, 1.799900, 0.111618, -0.421104, 
0.143766, 0.280166, 0.266046, 1.677237, 1.804000, 0.114834, -0.421400, 
0.144943, 0.293614, 0.272854, 1.643847, 1.808100, 0.118017, -0.421741, 
0.146173, 0.306551, 0.279524, 1.609734, 1.812200, 0.121167, -0.422127, 
0.147456, 0.318965, 0.286053, 1.574955, 1.816300, 0.124282, -0.422558, 
0.148788, 0.330846, 0.292438, 1.539567, 1.820400, 0.127362, -0.423031, 
0.150168, 0.342184, 0.298677, 1.503626, 1.824500, 0.130405, -0.423547, 
0.151593, 0.352971, 0.304767, 1.467187, 1.828600, 0.133410, -0.424105, 
0.153061, 0.363199, 0.310707, 1.430303, 1.832700, 0.136375, -0.424703, 
0.154570, 0.372862, 0.316495, 1.393025, 1.836800, 0.139301, -0.425341, 
0.156118, 0.381954, 0.322130, 1.355405, 1.840900, 0.142185, -0.426017, 
0.157702, 0.390470, 0.327609, 1.317490, 1.845000, 0.145027, -0.426731, 
0.159319, 0.398408, 0.332933, 1.279328, 1.849100, 0.147825, -0.427481, 
0.160968, 0.405764, 0.338099, 1.240962, 1.853200, 0.150579, -0.428267, 
0.162646, 0.412537, 0.343108, 1.202435, 1.857300, 0.153286, -0.429088, 
0.164350, 0.418726, 0.347959, 1.163789, 1.861400, 0.155947, -0.429941, 
0.166078, 0.424331, 0.352651, 1.125061, 1.865500, 0.158560, -0.430827, 
0.167829, 0.429352, 0.357185, 1.086287, 1.869600, 0.161123, -0.431743, 
0.169598, 0.433791, 0.361559, 1.047503, 1.873700, 0.163636, -0.432690, 
0.171385, 0.437652, 0.365774, 1.008740, 1.877800, 0.166098, -0.433664, 
0.173186, 0.440935, 0.369831, 0.970028, 1.881900, 0.168506, -0.434667, 
0.175000, 0.443646, 0.373728, 0.931395, 1.886000, 0.170862, -0.435695, 
0.176823, 0.445789, 0.377468, 0.892867, 1.890100, 0.173162, -0.436748, 
0.178654, 0.447368, 0.381050, 0.854468, 1.894200, 0.175406, -0.437825, 
0.180491, 0.448390, 0.384475, 0.816219, 1.898300, 0.177593, -0.438924, 
0.182330, 0.448860, 0.387743, 0.778141, 1.902400, 0.179723, -0.440044, 
0.184171, 0.448786, 0.390856, 0.740252, 1.906500, 0.181793, -0.441184, 
0.186010, 0.448175, 0.393814, 0.702568, 1.910600, 0.183802, -0.442343, 
0.187845, 0.447035, 0.396617, 0.665103, 1.914700, 0.185751, -0.443519, 
0.189675, 0.445374, 0.399268, 0.627871, 1.918800, 0.187637, -0.444710, 
0.191496, 0.443202, 0.401766, 0.590884, 1.922900, 0.189460, -0.445917, 
0.193308, 0.440527, 0.404113, 0.554150, 1.927000, 0.191218, -0.447137, 
0.195108, 0.437359, 0.406311, 0.517679, 1.931100, 0.192912, -0.448369, 
0.196894, 0.433709, 0.408359, 0.481477, 1.935200, 0.194539, -0.449612, 
0.198664, 0.429587, 0.410259, 0.445551, 1.939300, 0.196099, -0.450864, 
0.200416, 0.425003, 0.412013, 0.409905, 1.943400, 0.197591, -0.452125, 
0.202148, 0.419971, 0.413621, 0.374542, 1.947500, 0.199014, -0.453393, 
0.203859, 0.414500, 0.415084, 0.339465, 1.951600, 0.200367, -0.454667, 
0.205547, 0.408604, 0.416405, 0.304675, 1.955700, 0.201650, -0.455945, 
0.207209, 0.402294, 0.417583, 0.270173, 1.959800, 0.202861, -0.457227, 
0.208845, 0.395583, 0.418620, 0.235958, 1.963900, 0.204000, -0.458511, 
0.210452, 0.388484, 0.419518, 0.202029, 1.968000, 0.205066, -0.459796, 
0.212030, 0.381009, 0.420278, 0.168385, 1.972100, 0.206059, -0.461080, 
0.213576, 0.373174, 0.420899, 0.135022, 1.976200, 0.206978, -0.462363, 
0.215090, 0.364990, 0.421385, 0.101938, 1.980300, 0.207821, -0.463644, 
0.216569, 0.356472, 0.421736, 0.069128, 1.984400, 0.208589, -0.464920, 
0.218012, 0.347634, 0.421952, 0.036589, 1.988500, 0.209281, -0.466192, 
0.219419, 0.338490, 0.422036, 0.004315, 1.992600, 0.209896, -0.467458, 
0.220787, 0.329055, 0.421988, -0.027698, 1.996700, 0.210434, -0.468716, 
0.222117, 0.319343, 0.421809, -0.059456, 2.000800, 0.210895, -0.469967, 
0.223406, 0.309368, 0.421501, -0.090965, 2.004900, 0.211277, -0.471208, 
0.224653, 0.299147, 0.421064, -0.122231, 2.009000, 0.211581, -0.472439, 
0.225858, 0.288693, 0.420499, -0.153260, 2.013100, 0.211806, -0.473658, 
0.227020, 0.278021, 0.419807, -0.184059, 2.017200, 0.211952, -0.474865, 
0.228138, 0.267148, 0.418990, -0.214634, 2.021300, 0.212019, -0.476060, 
0.229210, 0.256088, 0.418048, -0.244991, 2.025400, 0.212005, -0.477239, 
0.230237, 0.244856, 0.416981, -0.275139, 2.029500, 0.211912, -0.478404, 
0.231218, 0.233468, 0.415792, -0.305083, 2.033600, 0.211739, -0.479553, 
0.232152, 0.221940, 0.414480, -0.334831, 2.037700, 0.211486, -0.480685, 
0.233038, 0.210286, 0.413046, -0.364389, 2.041800, 0.211152, -0.481799, 
0.233876, 0.198523, 0.411492, -0.393764, 2.045900, 0.210738, -0.482895, 
0.234666, 0.186665, 0.409818, -0.422963, 2.050000, 0.210244, -0.483971, 
0.235406, 0.174729, 0.408024, -0.451993, 2.054100, 0.209670, -0.485028, 
0.236098, 0.162730, 0.406112, -0.480859, 2.058200, 0.209015, -0.486063, 
0.236741, 0.150683, 0.404081, -0.509568, 2.062300, 0.208280, -0.487078, 
0.237334, 0.138604, 0.401933, -0.538127, 2.066400, 0.207466, -0.488070, 
0.237877, 0.126508, 0.399669, -0.566541, 2.070500, 0.206571, -0.489039, 
0.238371, 0.114410, 0.397288, -0.594816, 2.074600, 0.205598, -0.489985, 
0.238815, 0.102325, 0.394791, -0.622957, 2.078700, 0.204545, -0.490907, 
0.239210, 0.090269, 0.392180, -0.650969, 2.082800, 0.203413, -0.491804, 
0.239556, 0.078257, 0.389454, -0.678858, 2.086900, 0.202202, -0.492676, 
0.239852, 0.066302, 0.386613, -0.706627, 2.091000, 0.200914, -0.493523, 
0.240100, 0.054421, 0.383659, -0.734281, 2.095100, 0.199548, -0.494344, 
0.240298, 0.042628, 0.380592, -0.761824, 2.099200, 0.198105, -0.495138, 
0.240449, 0.030937, 0.377413, -0.789258, 2.103300, 0.196585, -0.495906, 
0.240552, 0.019361, 0.374121, -0.816588, 2.107400, 0.194989, -0.496646, 
0.240608, 0.007916, 0.370717, -0.843815, 2.111500, 0.193318, -0.497359, 
0.240617, -0.003385, 0.367202, -0.870942, 2.115600, 0.191571, -0.498044, 
0.240581, -0.014528, 0.363575, -0.897971, 2.119700, 0.189751, -0.498701, 
0.240499, -0.025501, 0.359838, -0.924901, 2.123800, 0.187857, -0.499330, 
0.240372, -0.036290, 0.355991, -0.951735, 2.127900, 0.185890, -0.499930, 
0.240201, -0.046882, 0.352034, -0.978473, 2.132000, 0.183852, -0.500502, 
0.239988, -0.057264, 0.347968, -1.005113, 2.136100, 0.181742, -0.501044, 
0.239732, -0.067426, 0.343792, -1.031655, 2.140200, 0.179563, -0.501558, 
0.239435, -0.077354, 0.339508, -1.058098, 2.144300, 0.177313, -0.502043, 
0.239098, -0.087037, 0.335116, -1.084438, 2.148400, 0.174996, -0.502499, 
0.238722, -0.096464, 0.330616, -1.110675, 2.152500, 0.172611, -0.502925, 
0.238307, -0.105624, 0.326009, -1.136803, 2.156600, 0.170159, -0.503322, 
0.237856, -0.114506, 0.321294, -1.162819, 2.160700, 0.167642, -0.503691, 
0.237369, -0.123101, 0.316474, -1.188719, 2.164800, 0.165060, -0.504030, 
0.236847, -0.131399, 0.311547, -1.214497, 2.168900, 0.162415, -0.504340, 
0.236292, -0.139390, 0.306515, -1.240147, 2.173000, 0.159707, -0.504622, 
0.235704, -0.147066, 0.301378, -1.265662, 2.177100, 0.156939, -0.504875, 
0.235086, -0.154418, 0.296137, -1.291036, 2.181200, 0.154110, -0.505099, 
0.234439, -0.161438, 0.290792, -1.316259, 2.185300, 0.151222, -0.505295, 
0.233763, -0.168119, 0.285344, -1.341323, 2.189400, 0.148277, -0.505463, 
0.233060, -0.174454, 0.279793, -1.366218, 2.193500, 0.145275, -0.505603, 
0.232333, -0.180437, 0.274141, -1.390935, 2.197600, 0.142218, -0.505716, 
0.231581, -0.186061, 0.268388, -1.415462, 2.201700, 0.139107, -0.505801, 
0.230808, -0.191320, 0.262534, -1.439786, 2.205800, 0.135943, -0.505860, 
0.230013, -0.196211, 0.256582, -1.463897, 2.209900, 0.132728, -0.505891, 
0.229199, -0.200729, 0.250531, -1.487781, 2.214000, 0.129463, -0.505897, 
0.228368, -0.204870, 0.244382, -1.511423, 2.218100, 0.126149, -0.505876, 
0.227520, -0.208630, 0.238138, -1.534810, 2.222200, 0.122787, -0.505830, 
0.226657, -0.212008, 0.231797, -1.557925, 2.226300, 0.119379, -0.505759, 
0.225782, -0.215001, 0.225363, -1.580753, 2.230400, 0.115927, -0.505663, 
0.224895, -0.217608, 0.218836, -1.603277, 2.234500, 0.112431, -0.505544, 
0.223998, -0.219827, 0.212216, -1.625481, 2.238600, 0.108894, -0.505400, 
0.223093, -0.221660, 0.205507, -1.647345, 2.242700, 0.105316, -0.505233, 
0.222181, -0.223106, 0.198709, -1.668852, 2.246800, 0.101699, -0.505043, 
0.221264, -0.224166, 0.191823, -1.689983, 2.250900, 0.098044, -0.504831, 
0.220343, -0.224842, 0.184851, -1.710718, 2.255000, 0.094353, -0.504598, 
0.219421, -0.225137, 0.177796, -1.731037, 2.259100, 0.090627, -0.504343, 
0.218498, -0.225053, 0.170658, -1.750920, 2.263200, 0.086868, -0.504067, 
0.217576, -0.224595, 0.163439, -1.770346, 2.267300, 0.083077, -0.503772, 
0.216657, -0.223765, 0.156141, -1.789294, 2.271400, 0.079255, -0.503456, 
0.215741, -0.222570, 0.148767, -1.807742, 2.275500, 0.075405, -0.503122, 
0.214832, -0.221015, 0.141319, -1.825670, 2.279600, 0.071527, -0.502769, 
0.213930, -0.219106, 0.133797, -1.843054, 2.283700, 0.067624, -0.502399, 
0.213036, -0.216849, 0.126206, -1.859873, 2.287800, 0.063695, -0.502011, 
0.212152, -0.214254, 0.118547, -1.876106, 2.291900, 0.059744, -0.501606, 
0.211279, -0.211326, 0.110823, -1.891731, 2.296000, 0.055771, -0.501186, 
0.210419, -0.208076, 0.103036, -1.906725, 2.300100, 0.051779, -0.500750, 
0.209574, -0.204512, 0.095189, -1.921067, 2.304200, 0.047767, -0.500298, 
0.208743, -0.200644, 0.087284, -1.934735, 2.308300, 0.043739, -0.499833, 
0.207929, -0.196482, 0.079325, -1.947710, 2.312400, 0.039694, -0.499353, 
0.207132, -0.192038, 0.071314, -1.959970, 2.316500, 0.035636, -0.498861, 
0.206354, -0.187324, 0.063254, -1.971495, 2.320600, 0.031565, -0.498356, 
0.205596, -0.182350, 0.055149, -1.982265, 2.324700, 0.027483, -0.497838, 
0.204859, -0.177129, 0.047001, -1.992262, 2.328800, 0.023391, -0.497310, 
0.204144, -0.171674, 0.038813, -2.001467, 2.332900, 0.019291, -0.496770, 
0.203452, -0.166000, 0.030590, -2.009863, 2.337000, 0.015184, -0.496220, 
0.202783, -0.160118, 0.022333, -2.017434, 2.341100, 0.011072, -0.495660, 
0.202139, -0.154044, 0.014048, -2.024163, 2.345200, 0.006955, -0.495090, 
0.201520, -0.147792, 0.005737, -2.030037, 2.349300, 0.002837, -0.494512, 
0.200928, -0.141376, -0.002597, -2.035041, 2.353400, -0.001283, -0.493926, 
0.200361, -0.134813, -0.010950, -2.039163, 2.357500, -0.005402, -0.493332, 
0.199822, -0.128116, -0.019317, -2.042392, 2.361600, -0.009519, -0.492730, 
0.199311, -0.121302, -0.027696, -2.044718, 2.365700, -0.013633, -0.492122, 
0.198828, -0.114386, -0.036083, -2.046131, 2.369800, -0.017743, -0.491508, 
0.198373, -0.107384, -0.044473, -2.046626, 2.373900, -0.021846, -0.490887, 
0.197947, -0.100312, -0.052864, -2.046194, 2.378000, -0.025941, -0.490261, 
0.197551, -0.093187, -0.061251, -2.044832, 2.382100, -0.030028, -0.489631, 
0.197183, -0.086023, -0.069630, -2.042536, 2.386200, -0.034104, -0.488995, 
0.196845, -0.078838, -0.077998, -2.039304, 2.390300, -0.038168, -0.488356, 
0.196537, -0.071648, -0.086351, -2.035136, 2.394400, -0.042219, -0.487713, 
0.196258, -0.064467, -0.094685, -2.030032, 2.398500, -0.046256, -0.487066, 
0.196008, -0.057313, -0.102996, -2.023995, 2.402600, -0.050277, -0.486417, 
0.195788, -0.050200, -0.111280, -2.017028, 2.406700, -0.054280, -0.485764, 
0.195596, -0.043145, -0.119534, -2.009137, 2.410800, -0.058265, -0.485110, 
0.195434, -0.036162, -0.127754, -2.000327, 2.414900, -0.062230, -0.484453, 
0.195300, -0.029267, -0.135936, -1.990607, 2.419000, -0.066173, -0.483795, 
0.195194, -0.022474, -0.144076, -1.979985, 2.423100, -0.070094, -0.483136, 
0.195115, -0.015798, -0.152170, -1.968471, 2.427200, -0.073990, -0.482475, 
0.195064, -0.009252, -0.160216, -1.956078, 2.431300, -0.077862, -0.481813, 
0.195039, -0.002851, -0.168209, -1.942817, 2.435400, -0.081706, -0.481151, 
0.195040, 0.003392, -0.176146, -1.928702, 2.439500, -0.085522, -0.480489, 
0.195067, 0.009464, -0.184023, -1.913748, 2.443600, -0.089310, -0.479826, 
0.195118, 0.015354, -0.191838, -1.897970, 2.447700, -0.093066, -0.479164, 
0.195192, 0.021049, -0.199586, -1.881385, 2.451800, -0.096791, -0.478501, 
0.195290, 0.026538, -0.207264, -1.864010, 2.455900, -0.100482, -0.477840, 
0.195410, 0.031810, -0.214869, -1.845863, 2.460000, -0.104139, -0.477178, 
0.195551, 0.036855, -0.222399, -1.826963, 2.464100, -0.107760, -0.476518, 
0.195712, 0.041662, -0.229849, -1.807329, 2.468200, -0.111344, -0.475859, 
0.195892, 0.046224, -0.237218, -1.786980, 2.472300, -0.114889, -0.475201, 
0.196090, 0.050531, -0.244502, -1.765937, 2.476400, -0.118396, -0.474544, 
0.196306, 0.054575, -0.251698, -1.744221, 2.480500, -0.121861, -0.473888, 
0.196537, 0.058350, -0.258803, -1.721852, 2.484600, -0.125284, -0.473234, 
0.196784, 0.061848, -0.265816, -1.698851, 2.488700, -0.128665, -0.472582, 
0.197044, 0.065063, -0.272733, -1.675239, 2.492800, -0.132001, -0.471931, 
